activity_uuid_product_uuid,activity_name,geography,reference_product_unit
4b779e57-6a1c-5661-92b1-3eacb495ccee_6a1374ce-3966-46e5-b189-6209e31de5b5,处理污水污泥、70% 的水、WWT、中密度板生产产生的 WW、市政焚烧,世界其它,kg
4b81765f-c135-5d58-8900-d483a8f6bb45_f372d4c2-7310-4fb9-8bb6-bee214fd08d1,土地利用变化市场，多年生作物,哥斯达黎加,ha
4b870046-d45b-5915-90a2-d79afbde6376_759b89bd-3aa6-42ad-b767-5bb9ef5d331d,电力市场，中压,中国-西北电网,kWh
4b88094d-12ff-56f4-86eb-f549db818ed4_c32e8200-1800-4dd7-87ba-09dfabb64e3d,运输、客运、电动滑板车市场,全球,km
4b8a88d4-bd47-55ba-8f64-d2b8098e937a_0ae050ad-95a1-47cc-9ffc-2162d2e99a1d,钙质泥灰岩市场,世界其它,kg
4b93db02-e5a9-502c-99b1-fd484859db42_9aecb33f-2000-44eb-8d87-724bd1b8f1c6,油电站建设，500MW,世界其它,unit
4b9c102a-b05e-5a91-b2bb-9e5ec722ff47_4455cc8e-b11c-49db-b984-d4784b0b7971,处理污水污泥、75% 的水、WWT、生铁生产中的 WW、卫生填埋场,欧洲除了瑞士,kg
4b9c102a-b05e-5a91-b2bb-9e5ec722ff47_71e2f1db-a2c5-44d0-8337-dfff15be974d,处理污水污泥、75% 的水、WWT、生铁生产中的 WW、卫生填埋场,欧洲除了瑞士,MJ
4b9c102a-b05e-5a91-b2bb-9e5ec722ff47_759b89bd-3aa6-42ad-b767-5bb9ef5d331d,处理污水污泥、75% 的水、WWT、生铁生产中的 WW、卫生填埋场,欧洲除了瑞士,kWh
4b9f1566-83c8-5c01-851b-20a41b7e8133_66c93e71-f32b-4591-901c-55395db5c132,发电、压缩空气储能,世界其它,kWh
4ba2aaac-413f-58ff-b430-0a0afec9b870_4783e92c-7b3b-5227-8270-18e215988fcc,扁豆生产,世界其它,kg
4ba44c95-6ca4-5e3f-8e3e-18cf10e2c723_66c93e71-f32b-4591-901c-55395db5c132,电力市场，高压,埃塞俄比亚,kWh
4ba7a904-b1c5-5168-bd71-fb7a497b3204_2876729c-d7d3-4c0e-9784-c197bd166083,二手轻型商用车的处理,瑞士,unit
4baab30a-e604-5dae-9de6-d4c00627ee64_76c2aa75-440a-4e94-91fd-96d79c127fab,包层市场，横杆杆，铝,全球,m2
4bb043ba-c2c7-57eb-9af6-717464283037_a4440cda-ba49-464a-abf5-7e4c8d186b8b,脂肪醇市场,全球,kg
4bb09e5d-160a-5e78-8099-f77140f4ccec_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b,热生产，木屑颗粒，炉子 25kW,世界其它,MJ
4bb2115a-a433-5af9-a054-a3e6d2303a52_070bc4e6-611e-4d09-9323-22013fc4ec8d,玉米粒的烘干,巴西,l
4bb2fdd3-c5e6-5df7-9e4a-b22f4e4d1c6f_629a7932-8d60-54e7-8b08-22cfa3626dfd,斑豆生产,"加拿大,阿尔伯塔省",kg
4bb55a74-93a2-5631-b92a-97a667b088ba_2341598f-166d-4f0c-97d2-0077a191b11f,运输、货运、卡车市场组 28 公吨，脂肪酸甲酯 100%,全球,metric ton*km
4bbbdf12-c2a3-56c8-bdff-7e23597ec83e_9f90e015-9e11-4ddb-beda-f04a94acb2bf,二氧化钛生产残渣处理、硫酸盐工艺、残渣填埋,世界其它,kg
4bbd9790-081a-5311-b844-b7d96ed071f5_66c93e71-f32b-4591-901c-55395db5c132,发电、水电、水库、非高山地区,印度，西孟加拉邦,kWh
4bc0b917-ee81-5dac-a3f4-d8d44d95368a_f4141823-5779-4464-aa75-6ba5e014fa62,吡啶化合物市场,全球,kg
4bc26575-349a-5338-9287-4c0cbc12b35a_62c9d77c-7a38-40c1-b1ed-4fc30853872d,底灰市场，MSWI[F]-WWT，来自马铃薯淀粉生产的 WW,瑞士,kg
4bcb1f59-8159-5e80-b2a1-031f1d938e95_9a590a5d-dd23-440f-881c-bbe66516c7b7,矿山建设，露天铸造，滑石,"加拿大,魁北克",unit
4bcbd017-6e8c-55c8-a945-6a6c1327287e_de2715c2-36f5-433f-9aa1-0f1177c37690,玻璃管生产，硼硅酸盐,世界其它,kg
4bcc263a-6d8c-54a4-93ed-b4fff02a968b_81bc88fb-1dcc-4fef-a420-51351f8b5220,光伏平屋顶安装，3kWp，多硅，屋顶,瑞士,unit
4bccdd8f-afbe-5ef2-a2b6-58d765a7cdea_66c93e71-f32b-4591-901c-55395db5c132,电力生产、天然气、传统发电厂,伊朗(伊斯兰共和国),kWh
4bce92c4-1fc7-5111-afa9-9a4bedb4f827_b078cbaa-e4d8-49a0-afc7-78768258e79b,酯季铵盐市场,世界其它,kg
4bd122dc-b30f-5056-878b-6e75a0721497_48d0dc93-d3ad-4fdd-b6a7-3b8f63023004,运输、货运、带制冷机的卡车、3.5-7.5 吨、EURO5、二氧化碳、液体制冷剂、冷冻,全球,metric ton*km
4bd231b9-f7e7-56f1-88b5-a4ab7e4c4954_66c93e71-f32b-4591-901c-55395db5c132,电力生产、石油,爱尔兰,kWh
4bd45955-0119-5c4c-b601-3108e5b759fa_66c93e71-f32b-4591-901c-55395db5c132,热电联产、石油,芬兰,kWh
4bd45955-0119-5c4c-b601-3108e5b759fa_71e2f1db-a2c5-44d0-8337-dfff15be974d,热电联产、石油,芬兰,MJ
4bd88264-d6f2-5013-ae8d-67dd85135800_66c93e71-f32b-4591-901c-55395db5c132,电厂高炉煤气处理,中国，浙江(浙江),kWh
4bd88264-d6f2-5013-ae8d-67dd85135800_71e2f1db-a2c5-44d0-8337-dfff15be974d,电厂高炉煤气处理,中国，浙江(浙江),MJ
4bdada02-6152-52ae-aaf7-357d9b3c7c3e_0d978369-c529-46f1-97b8-bdb539bf31ba,污水处理设施建设，能力5E9l/年,瑞士,unit
4bdadbbd-c9b4-5fb4-920b-cc96996b06a1_1186b5ec-21f3-490a-b913-75589c6ab500,"亚麻籽生产, 用于播种",世界其它,kg
4bdc1ffc-9ae1-573f-9a6f-823465ed8fad_66c93e71-f32b-4591-901c-55395db5c132,"电力生产, 水电, 水库, 热带地区",哥伦比亚,kWh
4be74edd-a08f-5d98-a793-39c1dd096338_a01151e0-61fe-4db9-90b5-494aa8589692,二丙二醇单甲醚市场,世界其它,kg
4be9263b-6f06-5e43-8da0-e9f180fd1137_a99b6ce9-9b10-44d6-8927-75c21427d045,废弃液晶显示模块处理、城市垃圾焚烧,瑞士,kg
4be9826c-adc1-55d4-a919-18b87137cf63_b419e26a-249f-4286-a6f8-188e7dfba951,二氧化钛生产，氯化法,世界其它,kg
4be9fe0c-6721-56ff-a410-6b6f47be8672_5d0ec026-7937-5ac8-9358-dd2690065dd7,氯化铝市场,全球,kg
4becd407-6a81-5208-93b4-a1bc1e3bfc7a_66c93e71-f32b-4591-901c-55395db5c132,电力、高压、生产组合,特立尼达和多巴哥,kWh
4bf30fd2-fe6b-503f-873a-cf80e4f8298c_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874,已经使用的土地，一年生农田到一年生作物,巴西，Espírito桑托,kg
4bfb8d81-8c22-5b8e-b86f-2e25dda2c8bc_66c93e71-f32b-4591-901c-55395db5c132,电力市场，高压,中国-东北电网,kWh
4bfbcc4b-1f5f-5e14-8da3-14a1277e08ac_6dc5955e-e2a6-4fd5-845d-63df2e29ecaa,磷矿选矿,欧洲,kg
4bfbe6a3-d8bf-5908-818e-e2f8111b2456_4aeb622f-8675-4449-889b-bca8bbb3d44a,新鲜家禽粪便市场,全球,kg
4bfd44bf-76ec-5984-8fef-b62e340ae63c_80761dd3-0a68-4821-aa1c-088faeac8386,废塑料市场，消费电子产品,世界其它,kg
4bfe17d2-8b28-575d-8b1e-8ebbbcea8e59_45fbbc41-7ae9-46cc-bb31-abfa11e69de0,废电线塑料处理，市政焚烧,世界其它,MJ
4bfe17d2-8b28-575d-8b1e-8ebbbcea8e59_5fb6a985-faa0-44cc-b183-f0b549833357,废电线塑料处理，市政焚烧,世界其它,kg
4bfe17d2-8b28-575d-8b1e-8ebbbcea8e59_637ee275-a239-4dcb-b084-abfa110dd65b,废电线塑料处理，市政焚烧,世界其它,kWh
4c0d0f8c-43f2-52f9-b6dc-21fa4f20aef8_c0592431-d7dc-5f38-98b1-d774772eadf2,月桂酸二乙醇酰胺市场,全球,kg
4c0f893d-d208-55ab-8133-f646b6140ce3_00478901-732f-4bf4-81cc-2255f9874512,废聚丙烯市场,世界其它,kg
4c100596-b284-5121-a8a7-e526307d508f_6bc9d2a8-743f-4d91-9195-daf50727c13d,处理底灰、MSWI-WWT、中密度板生产产生的 WW、渣室,欧洲,kg
4c15f756-9521-5fae-9cd3-e78b2e46e021_96cc310d-77ba-4e30-841d-aeb885fe27fb,缫丝缫丝生产,印度,kg
4c1963ea-6b6c-55e6-bbd1-55adddb3ebfe_1a444fb4-f931-4369-8683-2844944ebdba,"耕作, haring, by spring tine harrow",瑞士,ha
4c1c66dc-1733-527e-84e1-d55aff542c82_66c93e71-f32b-4591-901c-55395db5c132,电力生产，风力，>3MW 涡轮机，陆上,俄罗斯,kWh
4c1ea17b-c0a2-5120-b6d7-945458bbeedb_7f902692-a425-4c90-ad39-8ac409de309a,熔炉生产，原木，硬木储存区，100kW,瑞士,unit
4c2167f3-f8fa-50dd-a091-a7bdc66034e6_bb6df298-3f43-4fa9-9359-0be51d35a1eb,水电站建设、水库,世界其它,unit
4c23094b-74c0-516a-af88-9d86174244ab_d69294d7-8d64-4915-a896-9996a014c410,电力从中压到低压的转换,哥斯达黎加,kWh
4c234371-47aa-5363-9489-693bea481d0f_ed146ae5-db53-4750-b99b-6875af8218d1,大麦种子市场，用于播种,全球,kg
4c29be3d-e536-58cd-a87c-93652a478e22_cf8c95e1-aa88-4d23-9d83-065a935387d3,石灰石采石场作业,瑞士,kg
4c31bd62-ec63-5afd-82f7-0611d49e334e_aa447135-9cc5-4f34-9385-ca2a0ae70d3c,刨、板条、软木，u=10%,世界其它,kg
4c31bd62-ec63-5afd-82f7-0611d49e334e_dc30fae5-c1a6-4d04-83bd-a3112a397b88,刨、板条、软木，u=10%,世界其它,m3
4c31e489-9fd0-5258-8e10-81aa03d6dc56_759b89bd-3aa6-42ad-b767-5bb9ef5d331d,电力电压从高压到中压的转换,马耳他,kWh
4c374d3e-9520-5646-8fd3-f3928c2f4013_46b5cbca-747e-4648-a10e-39d746e7b34c,核心板市场,全球,kg
4c40b825-55c3-5c7c-b351-6126c9869108_d69294d7-8d64-4915-a896-9996a014c410,电力市场，低压,加拿大，西北地区,kWh
4c466157-d25b-554e-a207-3baaa5a7dfb3_759b89bd-3aa6-42ad-b767-5bb9ef5d331d,电力电压从高压到中压的转换,印度，北方电网,kWh
4c49f5bc-ee51-5124-ae2c-3645bef66adf_1125e767-7b5d-442e-81d6-9b0d3e1919ac,热电联产、天然气、传统发电厂、100MW 电力,俄罗斯,MJ
4c49f5bc-ee51-5124-ae2c-3645bef66adf_66c93e71-f32b-4591-901c-55395db5c132,热电联产、天然气、传统发电厂、100MW 电力,俄罗斯,kWh
4c4e1ad2-5fa1-5cca-b16a-6999aebce211_d69294d7-8d64-4915-a896-9996a014c410,电力生产，光伏，3kWp 倾斜屋顶安装，单硅，面板，安装,乌克兰,kWh
4c56b2cb-6b47-50e3-8e0d-13e988bb8f44_cffec88a-57ad-47de-89d7-6955eb21361a,钢的冲击挤压，温暖，5 冲程,世界其它,kg
4c59fa6a-b139-5b9c-833c-09977bcc651e_f372d4c2-7310-4fb9-8bb6-bee214fd08d1,土地利用变化，多年生作物,比利时,ha
4c5e2c98-74b2-53ea-a4a9-07a8464ec1fb_090bf091-edba-4f7e-93dd-19eb43cb2123,氰化氢市场,欧洲,kg
4c5e4720-772e-5847-a119-341b03ce9d8e_b4d7c89a-04cb-4174-802f-9b82f7af1ca5,二手货车处理，28 公吨,瑞士,unit
4c637eef-4934-5545-af01-fb6bcdbe6d05_2eadbf57-e7eb-48ca-b2ea-e7dbae79391f,熔炉生产，木屑，平均储存面积，300kW,世界其它,unit
4c639ebb-a252-510e-825f-8230154e0e11_03cd4f38-583b-4cc1-bd08-23e2dcc04464,鱼粉和鱼油生产，65-67% 蛋白质,秘鲁,kg
4c639ebb-a252-510e-825f-8230154e0e11_24878a86-f390-4b7e-9019-75947138a59b,鱼粉和鱼油生产，65-67% 蛋白质,秘鲁,kg
4c644ffc-90a7-59b5-9783-22c209879082_66c93e71-f32b-4591-901c-55395db5c132,发电、水电、抽水蓄能,中国，湖南(湖南),kWh
4c65c090-c1c4-5c3a-b431-cbcf45b30bad_f51a90ff-5201-4746-8fd6-ddb8efa7b26b,废塑料石膏市场，用于最终处置,瑞士,kg
4c6d139e-7051-52e4-ba2d-e57c22966c58_71e2f1db-a2c5-44d0-8337-dfff15be974d,热生产，秸秆，在熔炉 300kW,世界其它,MJ
4c6e8a3b-fcbf-555e-bd6a-586ba7116192_a07b5d4c-ab45-4bb6-927a-ab3dee053ec1,复垦，膨润土矿,世界其它,m2
4c74ab96-2ae1-5635-a6d4-1104fc325610_3f376415-fc7f-485b-9713-609008c9994b,香蕉生产,印度,kg
4c77fb99-2502-5589-a25c-ae5313d53982_5a58a8d4-cf9a-4d39-8238-dc66ef28dc93,长石生产,欧洲,kg
4c7b2208-09ef-5631-ad07-cf89ddf87c57_ffcb8cbb-77ab-4f87-8a94-87ca5b8ea79e,用甜菜糖蜜生产乙醇,世界其它,kg
4c7ec06e-2e8e-5ce2-85c4-9ef611c3ac6c_2c9d6cff-baed-4335-96a5-3a3293cfc79f,处理污水污泥、97% 的水、WWT、中密度板生产产生的 WW、土地耕作,世界其它,kg
4c7ec06e-2e8e-5ce2-85c4-9ef611c3ac6c_60e40c5e-8a0e-52f7-8c7f-2664ac536903,处理污水污泥、97% 的水、WWT、中密度板生产产生的 WW、土地耕作,世界其它,kg
4c7ec06e-2e8e-5ce2-85c4-9ef611c3ac6c_6dbeade5-eb8e-5666-b681-f479757cfd86,处理污水污泥、97% 的水、WWT、中密度板生产产生的 WW、土地耕作,世界其它,kg
4c86276f-1ef4-5d87-933f-acb32d6fb9f2_c5adb1fb-872e-4446-a3bb-c4b61aa4bd45,自来水生产，人工回灌井,世界其它,kg
4c88a8da-1972-55e9-88bb-300d1d41de41_51981001-f60a-4dce-ae66-c0aeef64015e,竹林，可持续森林管理,世界其它,kg
4c8ac526-24ab-5a1b-8b7d-b3fe098cbd94_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874,已经使用的土地，一年生农田到一年生作物,秘鲁,kg
4c8d827d-ecf7-5327-b00c-716dcd62b137_a9007f10-7e39-4d50-8f4a-d6d03ce3d673,天然气，高压，QA进口,联合王国,m3
4c8f7629-a3ce-5d43-8dcd-3262487a2740_b47b9c9a-6a79-4a66-a5ac-0ff98a618084,米达米隆生产,欧洲,kg
4c8fdd4d-810c-5652-9671-a27453fe613f_273a97e6-6330-4400-8068-ac67da3421b6,鼓风机和热交换装置生产，KWL 250,世界其它,unit
4c94ef1d-a371-59af-82c2-1d0a007f4935_202081d5-a1a6-48a7-aec5-43fe4b6afa97,三氯丙烷市场,欧洲,kg
4ca86dc2-7868-5af1-9e09-eb33342683ab_ef644ee9-9e11-4442-9c96-a29f8528dde7,二氧化碳生产，液体,世界其它,kg
4ca9e490-b9ac-58b5-814e-97eca7b817ac_af8b18f9-21b2-4587-8d78-870b1da8d7db,木材防腐剂市场，有机，户外使用，无地面接触,全球,kg
4cb94872-df9f-5119-8f98-8cef2373d219_f5707bdf-f7e2-479b-b3ea-99c04de8a927,无机氮肥市场，如 N,法国,kg
4cbadd60-9b5e-5da9-bd81-8a88b36dfbcb_dc36f6d4-125b-4554-b43e-8e518757d859,马铃薯种子生产，有机，在农场,瑞士,kg
4cbd9852-71c2-5569-a5b9-414b75bb9184_d69294d7-8d64-4915-a896-9996a014c410,电力从中压到低压的转换,多民族国家玻利维亚,kWh
4cbdb1ce-c1a0-5149-a08d-3ca42175a48d_055fef90-cc32-43a7-9532-72ea77dd12a3,多晶硅片生产，色带,世界其它,m2
4cbe76ba-763a-5bc8-a2b7-4d70e89697bd_d69294d7-8d64-4915-a896-9996a014c410,电力从中压到低压的转换,加纳,kWh
4cbf9091-d12b-5c12-beeb-46d4b3239e6f_6b5fb027-5357-442a-bbe2-dbaf672fa9bb,供热，热水箱，太阳能+电，平板，多户住宅,瑞士,MJ
4ccdb9b7-2585-5637-91b0-4793c921ed99_475bbaab-49df-4a93-ac06-b8d34b2d17dc,光伏面板市场，a-Si,全球,m2
4cd00dc6-6212-5ce0-8754-3909091d9a94_d69294d7-8d64-4915-a896-9996a014c410,电力生产、光伏、3kWp 倾斜屋顶安装、多晶硅、面板、已安装,中国，吉林(吉林),kWh
4cd2a2b1-ebc4-5e15-aefd-c633aa60664a_66c93e71-f32b-4591-901c-55395db5c132,电力、高压、残余混合物,瑞士,kWh
4cd42615-f249-533b-9f4d-c45e699600d4_c0f029c8-f94e-4d95-81c7-6eb9fc8d6103,熔炉生产，木片，软木储存区，300kW,瑞士,unit
4cdfc6e6-90d4-566e-ad1a-1333bc2a3773_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874,皆伐，原始森林到耕地，一年生作物,"巴西,罗",kg
4ce09449-5bb5-5d47-a142-7d314444b73c_3ca954ab-d833-4ca4-85d5-e53afa21a1c8,NMC111氢氧化物市场,世界其它,kg
4ce45c64-33eb-5949-b650-21a694c76f10_463fad24-d1d2-4a5d-9bb4-029d5b553d65,马铃薯淀粉生产,德国,kg
4ceda4d4-1b62-561e-a184-f48ec4508b43_3edc34a3-d5d8-43dd-ab86-ea9a44b1730c,二手家用冰箱市场,全球,unit
4cef29d4-6bc5-5d1d-9dd5-f5eab3fbc4ec_a5a519f2-dd62-4359-a04e-7c7f80ff1a49,纺织品、丝绸市场,全球,kg
4cf12eef-7bc7-5a69-b8fd-ed4534140780_d69294d7-8d64-4915-a896-9996a014c410,电力市场组，低压,美国,kWh
4cf4fd0e-7739-54fb-a75b-7772143b301f_51981001-f60a-4dce-ae66-c0aeef64015e,竹竿市场,中国,kg
4cfdc526-a545-5b6b-8148-e8697b04926c_d69294d7-8d64-4915-a896-9996a014c410,电力电压转换，剩余混合，从中压到低压,塞浦路斯,kWh
4d012c89-9216-5607-b8f7-626589074837_1d32b849-121f-4d23-853c-fa2bf55c42e9,土地利用变化，一年生作物,中国,ha
4d082d30-a266-55aa-bd26-778a9d840e49_5839ffb0-438f-4a27-b082-06b0240cf020,草酸生产,中国,kg
4d0c1bd6-e87c-51cf-be0b-a8d45750e7a9_45de5067-49da-472e-8e49-cf79714646c0,"树苗市场, 用于种植",世界其它,unit
4d10533d-43b0-526b-a267-190ab07a175e_e31efe33-e07e-4f56-ab66-08b13bd19d37,甘蔗市场,世界其它,kg
4d10f10a-7ff4-57e6-9d43-c51b748a26cc_0cf88bc1-8583-49dc-a714-6ce1a77ac4c9,处理污水污泥，70% 的水，WWT，来自 LCD 背光源生产的 WW，市政焚烧,全球,kg
4d10f10a-7ff4-57e6-9d43-c51b748a26cc_45fbbc41-7ae9-46cc-bb31-abfa11e69de0,处理污水污泥，70% 的水，WWT，来自 LCD 背光源生产的 WW，市政焚烧,全球,MJ
4d10f10a-7ff4-57e6-9d43-c51b748a26cc_637ee275-a239-4dcb-b084-abfa110dd65b,处理污水污泥，70% 的水，WWT，来自 LCD 背光源生产的 WW，市政焚烧,全球,kWh
4d10f80c-3402-5024-95de-75891244e5f2_a00b7e35-1bc7-4b73-9df8-05f3dd07ffdb,石灰生产、藻类,法国,kg
4d14a62f-990d-5d16-a60c-26d61399b64a_66c93e71-f32b-4591-901c-55395db5c132,电力市场，高压,巴拉圭,kWh
4d1679ce-e0dd-5e35-a545-8bf1474fee1d_66c93e71-f32b-4591-901c-55395db5c132,电力市场，高压,中国台湾省,kWh
4d18a07c-2f42-59da-9e8c-cf3148f7ef44_d69294d7-8d64-4915-a896-9996a014c410,电力生产，光伏，3kWp 倾斜屋顶安装，单硅，面板，安装,中国，四川(四川),kWh
4d1bc98b-89ee-500a-b243-23aa8c64ab3f_038ddb3a-1e4b-45f3-bcb9-5e37a69f42b0,磨细粒化高炉矿渣市场,印度,kg
4d1e220e-499e-544a-be87-9f8259e57854_64cea105-f89a-4f95-ae44-84ff904a28fc,石灰石生产、粉碎、洗涤,世界其它,kg
4d21015d-0f08-5aad-8146-552be2214acc_0818abb1-d7ce-4ac6-b6e1-2e7b51a1ea9e,纤维生产、棉花、轧花,孟加拉国,kg
4d21015d-0f08-5aad-8146-552be2214acc_9b8b880d-a6f6-45e1-ab18-cc2562b6da61,纤维生产、棉花、轧花,孟加拉国,kg
4d23efe6-feb7-557f-b776-4d2d69354d32_2741f2b1-96a3-4458-bcd5-85d85bbfa463,操作，干粗饲料储存，不通风,瑞士,kg
4d24f365-a094-5384-bcee-d1999dd257df_d69294d7-8d64-4915-a896-9996a014c410,电力从中压到低压的转换,巴西，南部电网,kWh
4d28b998-70f9-56f4-bdc2-912130710cda_0efdaa40-18e9-4c35-b443-7123307fb358,过程特定的负担，残余材料填埋场,世界其它,kg
4d2a8d07-2a52-50f2-a8ee-b6239f9cf2fc_159ebab4-dc26-448a-a3d7-5c0f28ed883a,"操作, 电脑, 笔记本电脑, 关闭模式",瑞士,hour
4d301628-3d25-523a-a172-d305523480f2_00478901-732f-4bf4-81cc-2255f9874512,废聚丙烯市场,斯洛伐克,kg
4d322b40-705c-5381-a5d0-8949681205a1_155158d0-d566-487e-bfae-fff465d5dc52,马铃薯生产,俄罗斯,kg
4d33c002-3c98-58e8-bc8b-e804623572c4_e5af955f-8ace-49b6-89b2-60fafd55e9d9,上岸的副渔获物市场，新鲜的,全球,kg
4d46a88f-bc86-5872-8021-ede8666d2d27_f3a6095a-d689-5bcf-8bd9-6ae701313632,聚乙烯生产，高密度，造粒，回收,世界其它,kg
4d4b7063-4c3f-5652-96e9-5a9f09a15c0f_c00cac00-a885-42b0-88f5-fb5dce2a9a6f,锯木和单板原木的市场，硬木，按树皮下的实木测量,瑞士,m3
4d4f3bea-af9f-5f5c-b2c6-abbe69391584_1ad880ad-6bec-4205-93dd-583f2a3cf40b,铍生产,世界其它,kg
4d5453d2-fa44-5d51-811d-a35934fcc6ae_ab68c6e3-3d78-4a91-aa33-b100e5fa0639,"棉籽生产, 用于播种",世界其它,kg
4d564b0e-8c40-55e6-a206-ac8fe8a48c99_f372d4c2-7310-4fb9-8bb6-bee214fd08d1,土地利用变化市场，多年生作物,比利时,ha
4d5fa047-ce1a-5ea2-857a-71520c158e74_0904a741-a570-4438-b030-281ebd3b004e,非铁钴金属市场，来自锂离子电池，湿法冶金加工,全球,kg
4d607eea-05ba-5406-ab20-37eb3391c0fa_dae141a8-7daa-4f03-a649-b85b718ac65b,废玻璃市场,挪威,kg
4d65c55a-a375-53f3-b070-3af0d3f39f8a_d69294d7-8d64-4915-a896-9996a014c410,电力市场，低压,印度，西方电网,kWh
4d6e29e8-5905-576c-aa39-dbbf883eefa6_9b9edcf3-0539-4642-9516-0df642a5c41a,土地保有权市场，耕地，以碳净初级生产力衡量，多年生作物,西班牙,kg
4d71da78-003f-5ec3-8a3c-2c66ced0437c_18eadf40-089b-441a-b868-5d07e9449992,自来水厂建设，能力1.1E10l/年，超滤处理,"加拿大,魁北克",unit
4d75ab53-f1d9-5b95-a25d-96c8ece7b45e_6205fbc0-d3ad-46e2-9426-09c6293c417c,锯末，湿的，按干质量测量，用于残留软木的通用市场，湿的,"加拿大,魁北克",m3
4d75ab53-f1d9-5b95-a25d-96c8ece7b45e_bded6c5a-4dca-497e-bdd9-fcd343012087,锯末，湿的，按干质量测量，用于残留软木的通用市场，湿的,"加拿大,魁北克",m3
4d761078-1689-5c09-b7a3-1e2611d3f8a9_9b9edcf3-0539-4642-9516-0df642a5c41a,土地保有权市场，耕地，以碳净初级生产力衡量，多年生作物,"巴西,阿马帕",kg
4d7a33ab-4916-5c14-91a3-38f12911820c_12beeeef-5f97-45c3-89ae-6174be37eb41,操作、冷藏、冷却、40 英尺、高立方体、二氧化碳、液体制冷剂,全球,kg*day
4d7b7d61-ff48-559e-bdcd-790264c9df76_2f7ff1bc-5e10-4276-b365-af34a3654eb8,水市场，超纯,"加拿大,魁北克",kg
4d80d4a0-621d-56a3-a32f-d37b1e10a046_1e5f6bc5-c1aa-43e2-8ae0-50aa17a6a88a,机器操作，柴油机，>= 74.57 kW，稳态,全球,hour
4d824623-e404-5c8b-8c95-f4ec641273de_4c4abfc3-69f0-4b7c-ace0-2e9e720b6029,均苯三甲酰氯生产，用于膜过滤生产,全球,kg
4d891d2a-45f1-5f89-9f9f-340d4ee18d10_d69294d7-8d64-4915-a896-9996a014c410,电力生产，光伏，3kWp 倾斜屋顶安装，单硅，面板，安装,瑞士,kWh
4d90b35f-9e1e-5425-a93e-384aef9c5d5a_b2011f87-e037-4f68-8dec-6d8e6de4ae25,"混凝土生产, 37MPa, 用于建筑施工, 室内使用, 水泥 ZN/D, 含 35% RC-C 骨料",瑞士,kg
4d90b35f-9e1e-5425-a93e-384aef9c5d5a_f7a8981c-e94e-4fb7-908d-2786f6f0749c,"混凝土生产, 37MPa, 用于建筑施工, 室内使用, 水泥 ZN/D, 含 35% RC-C 骨料",瑞士,m3
4d9511e6-a44f-542f-a4b6-a413745213be_d69294d7-8d64-4915-a896-9996a014c410,电力生产、光伏、3kWp 倾斜屋顶安装、多晶硅、面板、已安装,瑞典,kWh
4d98a4dd-0773-512b-a7be-9704ff6aca2f_729005c5-811f-42a1-b599-fac315af9f3a,"操作, 住房系统, 牛, 绑","加拿大,魁北克",unit
4da20bc2-e6d9-55e7-b5d8-5d2adefef558_ba4b7781-39f2-465b-8d98-0bc1c4c82e61,运输、拖拉机和拖车、农业,世界其它,metric ton*km
4da35232-ddda-5724-939a-25a16a59cfb4_c780fd77-25cf-487f-a1a8-1004dc273cb3,风力涡轮机市场，4.5MW，陆上,全球,unit
4da4918f-6690-5a03-af26-6f47c495e5e9_66c93e71-f32b-4591-901c-55395db5c132,热电联产、石油,德州区域实体,kWh
4da4918f-6690-5a03-af26-6f47c495e5e9_71e2f1db-a2c5-44d0-8337-dfff15be974d,热电联产、石油,德州区域实体,MJ
4da4b06d-e041-5598-b894-3acd156968ec_013d2a59-5d91-4d06-acfc-4ea125843c19,热泵市场，热电联产机组，160kW 电,全球,unit
4daeb11d-ee75-5684-b731-dd6502cf5285_66c93e71-f32b-4591-901c-55395db5c132,电力、高压、生产组合,厄瓜多尔,kWh
4db34dea-4b77-5478-8460-727b872f5fb7_06b8d05b-e1e6-427b-929c-bb55e84e7c08,氨生产，蒸汽重整，液体,非洲,kg
4db648c6-fd07-5dd3-a095-f4f18cdc2063_505c1727-eb79-59b0-987d-a4735de58ee4,氟嘧草酯生产,全球,kg
4db9480d-34b4-5d92-80c1-61e044a5076d_1682a2f6-7521-417f-9e8b-59e0ba5b8983,氯甲基甲醚市场,欧洲,kg
4db9a47d-6dae-5ed0-a360-496d92b3be5e_833ce149-4770-47bc-bff0-abfa11620608,硫化物尾矿的处理，来自锌铅矿山运营，尾矿蓄积,哈萨克斯坦,kg
4db9eb70-1c82-5c3e-bd87-f4a8f7c6c44f_66c93e71-f32b-4591-901c-55395db5c132,电力、高压、生产组合,印度，东北电网,kWh
4dbec258-231b-5da5-8ed7-889cf99d4a83_18eadf40-089b-441a-b868-5d07e9449992,自来水厂建设，能力1.1E10l/年，超滤处理,欧洲除了瑞士,unit
4dc0c599-6a95-5ed0-9ec0-3190f4cc1575_b4e0b7c5-87b9-490e-971f-9ddc8c2b08d8,汽油，无铅，在机器中燃烧,全球,MJ
4dc6e127-a867-59f4-a431-3807693ad7b1_3f5f5aef-3833-43d4-8b81-44123105afd7,灌溉、洒水器,德国,m3
